Name,Name of Module,Description of Module,Description of Type,Size,Activity dates,Duration
5354FEQG6Y/WC/P5/01,5354FEQG6Y,Fermi Quantum Gases,Werkcollege,15,19/05/16,8
5354GERE6Y/H/P4/01,5354GERE6Y,General Relativity,Hoorcollege,77,2/2/16,9/2/16,16/2/16,23/2/16,1/3/16,8/3/16,15/3/16,8
5354GERE6Y/H/P4/02,5354GERE6Y,General Relativity,Hoorcollege,77,4/2/16,11/2/16,18/2/16,25/2/16,3/3/16,10/3/16,17/3/16,8
5354GERE6Y/HerT/P7/01,5354GERE6Y,General Relativity,Hertentamen,12,07/07/16,13
5354GERE6Y/Tent/P4/01,5354GERE6Y,General Relativity,Tentamen,77,22/03/16,12
5354GERE6Y/WC/P4/01A,5354GERE6Y,General Relativity,Werkcollege,38,2/2/16,9/2/16,16/2/16,23/2/16,1/3/16,8/3/16,15/3/16,8
5354GERE6Y/WC/P4/01B,5354GERE6Y,General Relativity,Werkcollege,38,2/2/16,9/2/16,16/2/16,23/2/16,1/3/16,8/3/16,15/3/16,8
5354GERE6Y/WC/P4/02A,5354GERE6Y,General Relativity,Werkcollege,38,4/2/16,11/2/16,18/2/16,25/2/16,3/3/16,10/3/16,17/3/16,8
5354GERE6Y/WC/P4/02B,5354GERE6Y,General Relativity,Werkcollege,38,4/2/16,11/2/16,18/2/16,25/2/16,3/3/16,10/3/16,17/3/16,8
5354GETP3Y/Prac/P6/01,5354GETP3Y,From Genome to Physiome,Practicum,8,31/5/16,7/6/16,14/6/16,21/6/16,12
5354GETP3Y/Prac/P6/02,5354GETP3Y,From Genome to Physiome,Practicum,8,3/6/16,10/6/16,17/6/16,24/6/16,12
5354GETP3Y/WC/P6/01,5354GETP3Y,From Genome to Physiome,Werkcollege,8,31/5/16,7/6/16,14/6/16,21/6/16,4
5354GETP3Y/WC/P6/02,5354GETP3Y,From Genome to Physiome,Werkcollege,8,3/6/16,10/6/16,17/6/16,24/6/16,4
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,29/03/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,05/04/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,12/04/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,19/04/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,26/04/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,03/05/16,8
5354GRWA3Y/H/P5/01,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,10/05/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,31/03/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,07/04/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,14/04/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,21/04/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,28/04/16,8
5354GRWA3Y/H/P5/02,5354GRWA3Y,Gravitational Waves,Hoorcollege,20,12/05/16,8
5354GRWA3Y/Tent/P5/01,5354GRWA3Y,Gravitational Waves,Tentamen,20,19/05/16,13
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,29/03/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,05/04/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,12/04/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,19/04/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,26/04/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,03/05/16,8
5354GRWA3Y/WC/P5/01,5354GRWA3Y,Gravitational Waves,Werkcollege,20,10/05/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,31/03/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,07/04/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,14/04/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,21/04/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,28/04/16,8
5354GRWA3Y/WC/P5/02,5354GRWA3Y,Gravitational Waves,Werkcollege,20,12/05/16,8
5354HYDR6Y/H/P4/01,5354HYDR6Y,Hydrodynamics,Hoorcollege,30,1/2/16,8/2/16,15/2/16,22/2/16,29/2/16,7/3/16,14/3/16,21/3/16,8
5354HYDR6Y/WC/P4/01,5354HYDR6Y,Hydrodynamics,Werkcollege,30,4/2/16,11/2/16,18/2/16,25/2/16,3/3/16,10/3/16,17/3/16,24/3/16,8
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,31/08/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,07/09/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,14/09/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,21/09/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,28/09/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,05/10/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,12/10/15,16
5354LITI6Y/H/P1/01,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,19/10/15,16
5354LITI6Y/H/P1/02,5354LITI6Y,Light-tissue Interaction,Hoorcollege,15,3/9/15,10/9/15,17/9/15,24/9/15,1/10/15,8/10/15,15/10/15,16
5354LITI6Y/HerT/P3/01,5354LITI6Y,Light-tissue Interaction,Hertentamen,3,04/01/16,13
5354LITI6Y/Tent/P1/01,5354LITI6Y,Light-tissue Interaction,Tentamen,15,22/10/15,13
5354MAFP3Y/CP/P3/01,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,05/01/16,16
5354MAFP3Y/CP/P3/02,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,07/01/16,16
5354MAFP3Y/CP/P3/03,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,12/01/16,16
5354MAFP3Y/CP/P3/04,5354MAFP3Y,Mathematica for Physicists,Computer practicum,24,14/01/16,16
5354MAFP3Y/CP/P3/05,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,19/01/16,8
5354MAFP3Y/CP/P3/06,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,21/01/16,16
5354MAFP3Y/CP/P3/07,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,26/01/16,16
5354MAFP3Y/CP/P3/08,5354MAFP3Y,Mathematica for Physicists,Computer practicum,25,28/01/16,16
5354NALI6Y/H/P6/01,5354NALI6Y,The Science and Technology of Nanolithography,Hoorcollege,20,30/5/16,6/6/16,13/6/16,20/6/16,8
5354NALI6Y/H/P6/02,5354NALI6Y,The Science and Technology of Nanolithography,Hoorcollege,20,31/5/16,7/6/16,14/6/16,21/6/16,8
5354NALI6Y/H/P6/03,5354NALI6Y,The Science and Technology of Nanolithography,Hoorcollege,20,2/6/16,9/6/16,16/6/16,23/6/16,8
5354NALI6Y/HerT/P7/01,5354NALI6Y,The Science and Technology of Nanolithography,Hertentamen,3,19/07/16,13
5354NALI6Y/Tent/P6/01,5354NALI6Y,The Science and Technology of Nanolithography,Tentamen,20,23/06/16,13
5354NANO6Y/Tent/P5/01,5354NANO6Y,Nanophotonics,Tentamen,20,24/05/16,9
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,29/03/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,05/04/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,12/04/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,19/04/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,26/04/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,03/05/16,16
5354NANO6Y/WC/P5/01,5354NANO6Y,Nanophotonics,Werkcollege,20,10/05/16,16
5354NANO6Y/WC/P5/02,5354NANO6Y,Nanophotonics,Werkcollege,20,07/04/16,16
5354NANO6Y/WC/P5/02,5354NANO6Y,Nanophotonics,Werkcollege,20,14/04/16,16
5354NANO6Y/WC/P5/02,5354NANO6Y,Nanophotonics,Werkcollege,20,21/04/16,16
5354NANO6Y/WC/P5/02,5354NANO6Y,Nanophotonics,Werkcollege,20,28/04/16,16
5354NANO6Y/WC/P5/02,5354NANO6Y,Nanophotonics,Werkcollege,20,12/05/16,16
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,03/11/15,8
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,10/11/15,8
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,17/11/15,8
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,24/11/15,8
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,01/12/15,8
5354PACO6Y/H/P2/01,5354PACO6Y,Particle Cosmology,Hoorcollege,38,08/12/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,05/11/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,12/11/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,19/11/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,26/11/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,03/12/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,10/12/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,16/12/15,8
5354PACO6Y/H/P2/02,5354PACO6Y,Particle Cosmology,Hoorcollege,38,29/10/15,8
5354PACO6Y/H/P2/03,5354PACO6Y,Particle Cosmology,Hoorcollege,38,,4
5354PACO6Y/HerT/P4/01,5354PACO6Y,Particle Cosmology,Hertentamen,7,16/02/16,13
5354PACO6Y/Tent/P2/01,5354PACO6Y,Particle Cosmology,Tentamen,42,18/12/15,13
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,03/11/15,8
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,10/11/15,8
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,17/11/15,8
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,24/11/15,8
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,01/12/15,8
5354PACO6Y/WC/P2/01,5354PACO6Y,Particle Cosmology,Werkcollege,38,08/12/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,06/11/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,13/11/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,20/11/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,27/11/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,04/12/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,11/12/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,16/12/15,8
5354PACO6Y/WC/P2/02,5354PACO6Y,Particle Cosmology,Werkcollege,38,30/10/15,8
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,02/11/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,09/11/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,16/11/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,23/11/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,30/11/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,07/12/15,16
5354PADE6Y/H/P2/01,5354PADE6Y,Particle Detection,Hoorcollege,20,26/10/15,16
5354PADE6Y/H/P2/02,5354PADE6Y,Particle Detection,Hoorcollege,20,29/10/15,5/11/15,12/11/15,19/11/15,26/11/15,3/12/15,10/12/15,16
5354PAFI6Y/H/P4/01,5354PAFI6Y,Particles and Fields,Hoorcollege,56,3/2/16,10/2/16,17/2/16,24/2/16,2/3/16,9/3/16,16/3/16,12
5354PAFI6Y/H/P5/01,5354PAFI6Y,Particles and Fields,Hoorcollege,56,30/3/16,6/4/16,13/4/16,20/4/16,4/5/16,11/5/16,12
5354PAFI6Y/WC/P4/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,3/2/16,10/2/16,17/2/16,24/2/16,2/3/16,9/3/16,16/3/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,31/03/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,07/04/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,14/04/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,21/04/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,28/04/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,12/05/16,16
5354PAFI6Y/WC/P5/01,5354PAFI6Y,Particles and Fields,Werkcollege,26,20/05/16,16
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,30/03/16,8
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,06/04/16,8
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,13/04/16,8
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,20/04/16,8
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,04/05/16,8
5354PHAC6Y/H/P5/01,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,11/05/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,29/03/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,05/04/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,12/04/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,19/04/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,26/04/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,03/05/16,8
5354PHAC6Y/H/P5/02,5354PHAC6Y,Physics of Art Conservation,Hoorcollege,10,10/05/16,8
5354PHAC6Y/HerT/P7/01,5354PHAC6Y,Physics of Art Conservation,Hertentamen,2,15/07/16,9
5354PHAC6Y/Tent/P5/01,5354PHAC6Y,Physics of Art Conservation,Tentamen,10,20/05/16,9
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,30/03/16,8
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,06/04/16,8
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,13/04/16,8
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,20/04/16,8
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,04/05/16,8
5354PHAC6Y/WC/P5/01,5354PHAC6Y,Physics of Art Conservation,Werkcollege,10,11/05/16,8
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,31/08/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,07/09/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,14/09/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,21/09/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,28/09/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,05/10/15,16
5354PHSC6Y/H/P1/01,5354PHSC6Y,Philosophy of Science,Hoorcollege,48,12/10/15,16
5354PHSC6Y/HerT/P3/01,5354PHSC6Y,Philosophy of Science,Hertentamen,8,07/01/16,13
5354PHSC6Y/WC/P1/01,5354PHSC6Y,Philosophy of Science,Werkcollege,20,3/9/15,10/9/15,17/9/15,24/9/15,1/10/15,8/10/15,15/10/15,16
5354PHVO6Y/H/P4/01,5354PHVO6Y,Photovoltaics,Hoorcollege,34,1/2/16,8/2/16,15/2/16,22/2/16,29/2/16,7/3/16,14/3/16,16
5354PHVO6Y/H/P4/02,5354PHVO6Y,Photovoltaics,Hoorcollege,34,4/2/16,11/2/16,18/2/16,25/2/16,3/3/16,10/3/16,17/3/16,16
5354PROG3Y/CP/P3/01,5354PROG3Y,Programming C++,Computer practicum,24,18/01/16,32
5354PROG3Y/CP/P3/02,5354PROG3Y,Programming C++,Computer practicum,24,22/01/16,32
5354PROG3Y/CP/P3/03,5354PROG3Y,Programming C++,Computer practicum,24,25/01/16,32
5354PROG3Y/CP/P3/04,5354PROG3Y,Programming C++,Computer practicum,24,28/01/16,32
5354PROG3Y/CP/P3/05,5354PROG3Y,Programming C++,Computer practicum,24,29/01/16,32
5354QFTE3Y/H/P3/01,5354QFTE3Y,Quantum Field Theory, extension,Hoorcollege,30,6/1/16,13/1/16,20/1/16,27/1/16,8
5354QFTE3Y/H/P3/02,5354QFTE3Y,Quantum Field Theory, extension,Hoorcollege,30,7/1/16,14/1/16,21/1/16,28/1/16,8
5354QFTE3Y/WC/P3/01,5354QFTE3Y,Quantum Field Theory, extension,Werkcollege,30,7/1/16,14/1/16,21/1/16,28/1/16,8
5354QUFT6Y/H/P2/01,5354QUFT6Y,Quantum Field Theory,Hoorcollege,72,28/10/15,4/11/15,11/11/15,18/11/15,25/11/15,2/12/15,9/12/15,8
5354QUFT6Y/H/P2/02,5354QUFT6Y,Quantum Field Theory,Hoorcollege,72,30/10/15,6/11/15,13/11/15,20/11/15,27/11/15,4/12/15,11/12/15,8
5354QUFT6Y/HerT/P4/01,5354QUFT6Y,Quantum Field Theory,Hertentamen,12,23/02/16,13
5354QUFT6Y/Tent/P2/01,5354QUFT6Y,Quantum Field Theory,Tentamen,75,15/12/15,12
5354QUFT6Y/WC/P2/01A,5354QUFT6Y,Quantum Field Theory,Werkcollege,38,29/10/15,5/11/15,12/11/15,19/11/15,26/11/15,3/12/15,10/12/15,8
5354QUFT6Y/WC/P2/01B,5354QUFT6Y,Quantum Field Theory,Werkcollege,38,28/10/15,4/11/15,11/11/15,18/11/15,25/11/15,2/12/15,9/12/15,8
5354QUFT6Y/WC/P2/02A,5354QUFT6Y,Quantum Field Theory,Werkcollege,38,30/10/15,6/11/15,13/11/15,20/11/15,27/11/15,4/12/15,11/12/15,8
5354QUFT6Y/WC/P2/02B,5354QUFT6Y,Quantum Field Theory,Werkcollege,38,30/10/15,6/11/15,13/11/15,20/11/15,27/11/15,4/12/15,11/12/15,8
5354QUOP6Y/HerT/P4/01,5354QUOP6Y,Quantum Optics,Hertentamen,5,16/02/16,13
5354QUOP6Y/Tent/P2/01,5354QUOP6Y,Quantum Optics,Tentamen,25,15/12/15,13
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,03/11/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,10/11/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,17/11/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,24/11/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,01/12/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,08/12/15,16
5354QUOP6Y/WC/P2/01,5354QUOP6Y,Quantum Optics,Werkcollege,20,27/10/15,16
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,05/11/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,12/11/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,19/11/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,26/11/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,03/12/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,10/12/15,8
5354QUOP6Y/WC/P2/02,5354QUOP6Y,Quantum Optics,Werkcollege,20,29/10/15,8
5354SSPH6Y/WC/P6/01,5354SSPH6Y,Student Seminar Theoretical Physics,Werkcollege,30,30/5/16,6/6/16,13/6/16,20/6/16,16
5354SSPH6Y/WC/P6/02,5354SSPH6Y,Student Seminar Theoretical Physics,Werkcollege,30,1/6/16,8/6/16,15/6/16,22/6/16,16
5354SSPH6Y/WC/P6/03,5354SSPH6Y,Student Seminar Theoretical Physics,Werkcollege,30,3/6/16,10/6/16,17/6/16,24/6/16,8
5354STDA6Y/H/P1/01,5354STDA6Y,Statistical Data Analysis,Hoorcollege,15,2/9/15,9/9/15,16/9/15,23/9/15,30/9/15,7/10/15,14/10/15,8
5354STDA6Y/H/P1/02,5354STDA6Y,Statistical Data Analysis,Hoorcollege,15,4/9/15,11/9/15,18/9/15,25/9/15,2/10/15,9/10/15,16/10/15,8
5354STDA6Y/HerT/P3/01,5354STDA6Y,Statistical Data Analysis,Hertentamen,3,05/01/16,13
5354STDA6Y/Tent/P1/01,5354STDA6Y,Statistical Data Analysis,Tentamen,17,22/10/15,13
5354STDA6Y/Tent/P1/01,5354STDA6Y,Statistical Data Analysis,Tentamen,17,22/10/15,2
5354STDA6Y/WC/P1/01,5354STDA6Y,Statistical Data Analysis,Werkcollege,15,2/9/15,9/9/15,16/9/15,23/9/15,30/9/15,7/10/15,14/10/15,8
5354STDA6Y/WC/P1/02,5354STDA6Y,Statistical Data Analysis,Werkcollege,15,4/9/15,11/9/15,18/9/15,25/9/15,2/10/15,9/10/15,16/10/15,8
5354STTE3Y/H/P6/01,5354STTE3Y,String Theory, extension,Hoorcollege,24,30/5/16,6/6/16,13/6/16,20/6/16,16
5354STTE3Y/H/P6/02,5354STTE3Y,String Theory, extension,Hoorcollege,24,2/6/16,9/6/16,16/6/16,23/6/16,16
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,04/04/16,8
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,11/04/16,8
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,18/04/16,8
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,25/04/16,8
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,02/05/16,8
5354STTH6Y/H/P5/01,5354STTH6Y,String Theory,Hoorcollege,30,09/05/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,01/04/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,08/04/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,15/04/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,22/04/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,29/04/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,13/05/16,8
5354STTH6Y/H/P5/02,5354STTH6Y,String Theory,Hoorcollege,30,20/05/16,8
5354STTH6Y/Tent/P5/01,5354STTH6Y,String Theory,Tentamen,30,26/05/16,13
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,30/03/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,06/04/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,13/04/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,20/04/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,04/05/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,11/05/16,8
5354STTH6Y/WC/P5/01,5354STTH6Y,String Theory,Werkcollege,30,18/05/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,01/04/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,08/04/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,15/04/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,22/04/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,29/04/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,13/05/16,8
5354STTH6Y/WC/P5/02,5354STTH6Y,String Theory,Werkcollege,30,20/05/16,8
5354SUIS6Y/H/P5/01,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,04/04/16,8
5354SUIS6Y/H/P5/01,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,11/04/16,8
5354SUIS6Y/H/P5/01,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,18/04/16,8
5354SUIS6Y/H/P5/01,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,25/04/16,8
5354SUIS6Y/H/P5/01,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,09/05/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,29/03/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,05/04/16,8
5354SUIS6Y/H/P5/02,5354SUIS6Y,Surface and Interface Science,Hoorcollege,20,12/04/16,8
